"num","name","url","info","likes","genre","img","administrators","bio","albums"
"","Don Boskov","http://www.rockit.it/donboskov","Band, Terni, Umbria","12","Indie, Emo, Screamo ","url(/thumb700x250/foto/93952.jpg)","[""/news/playlist-freddo-inverno-musica"",""/news/toloselatrack-dieci-anni-tour-vinci-biglietti-anniversario"",""/recensione/26923/don-boskov-istruzioni-per-allontanarsi-ancora-un-po"",""/user/DonBoskovBand""]","\n<div class=""content-rece""><p>Sestetto emocore con pianoforte.</p> <p>I Don Boskov nascono nel 2012 sotto un tetto d&apos;amianto. Sono fortemente influenzati dalla corrente post-rock e math degli ultimi anni,<br>\nnonch&#xE9; dalla scena post-hardcore americana e dalla paraculaggine del pop.<br>\nDicono di noi:<br>\n&#x201C;Non capisco perch&#xE9; ci sono le urla&#x201D; - Giulia<br>\n&quot;Esteticamente lasciano a desiderare ma sono agili e pronti a tutto&quot; - Paulo <br>\n&#x201C;Questo pezzo sembra un po&apos; cinese&#x201D; - Alice<br>\n&quot;Sono ragazzi problematici che non vedranno mai la luce in fondo al tunnel&quot; - Maurizio</p></div>\n","[{""name"":""Istruzioni per allontanarsi ancora un po'"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26923.jpg"",""link"":""http://www.rockit.it/donboskov/album/istruzioni-per-allontanarsi-ancora-un-po/26923""}]"
"","Don Juan and the Saguaros","http://www.rockit.it/donjuanandthesaguaros","Band, Roma, Lazio","4","Blues, Folk, Rock'n'roll ","url(/thumb700x250/foto/109874.jpg)","[]","\n<div class=""content-rece""><p>Don Juan and The Saguaros &#xE8; una nuova realt&#xE0; nella scena roots-rock e americana (rock&apos;n&apos;roll, blues, folk, country) del panorama musicale della capita</p> <p>Don Juan and The Saguaros &#xE8; una nuova realt&#xE0; nella scena roots-rock e americana (rock&apos;n&apos;roll, blues, folk, country) del panorama musicale della capitale. Guidato da Don Juan, autore, cantante e leader della band, il gruppo si inserisce a pieno titolo nella scena che negli ultimi anni ha saputo rivalutare e dare nuova vitalit&#xE0; alla tradizione musicale americana di estrazione folk, country e blues. Da anni propongono musica originale calcando alcuni tra i piu&apos; importanti palchi romani e non. Nel 2013 hanno partecipato al Pistoia Blues Festival.<br>\n<br>\nDon Juan, autore e cantante della band, &#xE8; cresciuto ascoltando musica folk e country dalla radio dei genitori ed ha vissuto per anni tra il Messico del nord e il sud degli Stati Uniti. La sua musica unisce testi taglienti e melodie orecchiabili tra arrangiamenti folk tradizionali e non. Le sue principali ispirazioni musicali risalgono alla storia della musica country-blues che va dagli anni 50 fino ai 70 passando per il rockabilly, fino alle sonorit&#xE0; neo-tradizionali. <br>\n<br>\nIl suo primo album solista, &#x201C;The Gamblin&#x2019; Hobo&#x201D;, del marzo 2011, contiene 10 brani originali.<br>\n<br>\nLa musica di Don Juan and The Saguaros &#xE8; il frutto dell&#x2019;incontro tra le composizioni di impronta cantautoriale di Don Juan e la solida sezione ritimca della band. Il repertorio del gruppo - composto unicamente di brani originali cantati in lingua inglese - spazia dal genere folk all&apos;alternative country, e le loro ispirazioni vanno da Bob Dylan a Johnny Cash passando per The Band e gli Everly Brothers. Come risultato naturale, i loro spettacoli sono divertenti e vivaci, a tratti persino ballabili, ma non mancano delle partentesi pi&#xF9; intime e distese, caratterizzate dall&#x2019;utilizzo di strumenti acustici. <br>\n<br>\nIl primo disco dei Don Juan and The Saguaros (omonimo e ditribuito da Goodfellas) &#xE8; uscito in Aprile 2015 e contiente 13 brani originali.</p></div>\n","[{""name"":""St"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29879.jpg"",""link"":""http://www.rockit.it/donjuanandthesaguaros/album/st/29879""}]"
"","Don Quibol","http://www.rockit.it/donquibol","Band, Lombardia","2","Psichedelico, Indie, Folk ","url(/thumb700x250/foto/4322.jpg)","[""/news/mindy-due-giorni-musica-indipendente"",""/recensione/5730/don-quibol-don-quibol"",""/user/donqui""]","\n<div class=""content-rece""><p>I Don Quib&#xF3;l si formano nel maggio del 2004 dall&apos;esperienza solista cantautorale di Paolo Saporiti. Con l&apos;intervento delle chitarre di Christian Alati e delle percussioni di Lucio Sagone il progetto prende piede e diventa gruppo: una miscela di tradizione ed improvvisazione di stampo folk-rock in cui la performance live risulta assolutamente preponderante.</p></div>\n","[{""name"":""Don quibol"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/5730.jpg"",""link"":""http://www.rockit.it/donquibol/album/don-quibol/5730""}]"
"","Don Turbolento","http://www.rockit.it/donturbolento","Band, brescia (BS), Lombardia","18","New-Wave, Crossover, Alternativo, Electro ","url(/thumb700x250/foto/124663.jpg)","[""/recensione/27846/don-turbolento-mo-okc"",""/recensione/17689/don-turbolento-attack"",""/news/max-collini-nuovo-disco-don-turbolento"",""/user/donturbolento"",""/user/GiuliaGGI""]","\n<div class=""content-rece""><p>Electro power duo</p> <p>Il progetto &#xE8; formato da Dario Bertolotti alla batteria e voce e Giovanni Battagliola ai synth e cori. Uniti dalla passione comune per il groove del funk, l&#x2019;attitudine del rock e le sonorit&#xE0; elettroniche, nella primavera del 2005 decidono di dar vita ai Don Turbolento.<br>\nIl nome &#xE8; ispirato da un pezzo degli Yello, eccentrico duo svizzero degli eighties.<br>\nI DT hanno saputo sviluppare un sound originale, imperniato sulla batteria funk e su un synth nudo e potente, tipico di una certa wave anni 80. <br>\nAl loro attivo hanno un EP (&#x201C;Spend the night on the floor&#x201D;), due album (&#x201C;Don Turbolento&#x201D; del 2008 e &#x201C;Attack!&#x201D; del 2011), hanno tenuto due tour di circa 50 concerti, hanno aperto le date di Offlaga Disco Pax (2009) e vinto il premio come &apos;Miglior disco indie-rock&apos; al MEI (2009), hanno collaborato con Damo Suzuki dei CAN per un concerto/performance (2010).<br>\nNel 2014 partecipano alla Festa dell&#x2019;Opera di Brescia per la quale realizzano un ep a tiratura limitata (&#x201C;Puccini&#x201D;). <br>\nDopo &#x201C;Attack!&#x201D; le sonorit&#xE0; della band si fanno sempre pi&#xF9; scure e complesse e la formula diventa prettamente elettronica.<br>\nNel 2015 esce il terzo album &#x201C;Poli Voks&#x201D;.</p></div>\n","[{""name"":""Sotto l'incenso - Singolo 01.04.2016"",""date"":"" 2016 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/34537.jpg"",""link"":""http://www.rockit.it/donturbolento/album/sotto-lincenso-singolo-01042016/34537""},{""name"":""MoЛИ Жokc"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/27846.jpg"",""link"":""http://www.rockit.it/donturbolento/album/mo-okc/27846""},{""name"":""PUCCINI"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26941.jpg"",""link"":""http://www.rockit.it/donturbolento/album/puccini/26941""},{""name"":""Attack!"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17689.jpg"",""link"":""http://www.rockit.it/donturbolento/album/attack/17689""},{""name"":""S/t"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8042.jpg"",""link"":""http://www.rockit.it/donturbolento/album/st/8042""},{""name"":""Spend The Night On The Floor"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/7459.jpg"",""link"":""http://www.rockit.it/donturbolento/album/spend-the-night-on-the-floor/7459""}]"
"","Don't AsK Me!","http://www.rockit.it/dontaskme","Band, Grottaglie (TA), Puglia","2","Punk, Indie, Garage  (NON PIU' ATTIVO)","url(/thumb700x250/foto/58918.jpg)","[""/recensione/24392/dont-ask-me-sotto-le-feste-ep"",""/news/dirockato-festival-appino-tre-allegri-ragazzi-morti-aucan-gazebo-penguins"",""/recensione/18971/dont-ask-me-live-in-garage-ep"",""/user/DontAskMe""]","\n<div class=""content-rece""><p>Indie Rock-Post Punk</p> <p>Ci identifichiamo in una generazione che &#xE8; stata chiamata fannullona&#x201D; e &#x201C;svogliata&#x201D; per anni, ma che &#xE8; molto lontana da questi stereotipi; soprattutto non ci piace che vengano usati alla leggera, perch&#xE9; non si ha uno sguardo attento. Cos&#xEC; il nostro don&#x2019;t ask me&#x201D; &#xE8; uno sfott&#xF2; ironico su quel &#x201D;non chiedere nulla alla vita&#x201D; che spesso ci viene appiccicato addosso, quando &#xE8; vero il contrario. I giovani chiedono eccome di ci&#xF2; che gli manca.<br>\n<br>\nLa band nasce nel 2008 e trover&#xE0; una formazione stabile nel 2010, anno in cui registrano in garage le loro prime canzoni, e cominciano a suonarle in pubblico. In pochi anni guadagnano una lieve popolarit&#xE0; e nel 2012, dopo la registrazione in presa diretta del loro primo Ep &#x201C;Live in Garage&#x201D;, partecipano a vari festival. A Novembre dell&apos;anno dopo arriva il primo album, &quot;Dancing Cage&quot;, registrato in multi-traccia e mixato con Fabio Magistrali tempo prima.</p></div>\n","[{""name"":""Sotto le Feste - EP"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24392.jpg"",""link"":""http://www.rockit.it/dontaskme/album/sotto-le-feste-ep/24392""},{""name"":""Dancing Cage - EP"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/23810.jpg"",""link"":""http://www.rockit.it/dontaskme/album/dancing-cage-ep/23810""},{""name"":""Live in Garage - EP"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18971.jpg"",""link"":""http://www.rockit.it/dontaskme/album/live-in-garage-ep/18971""}]"
"","Don't Dare","http://www.rockit.it/dontdare","Band, Lombardia","0","Noise, Indie, Alternativo ","url(/thumb700x250/foto/2537.jpg)","[""/recensione/7427/dont-dare-lequilibrio"",""/news/quarta-serata-monteverdi-unplugged"",""/news/nuovo-match-band-cantiere-crema"",""/user/dontdare""]","\n<div class=""content-rece""><p>Ci siamo dal 1999, quando eravamo poco pi&#xF9; che bambini e pi&#xF9; che cinque ore al giorno sui banchi di scuola non si faceva. Di batteristi ne sono passati diversi (tutti carini, per&#xF2;), per il resto siamo i soliti. Sebastiano Giordani, Daniele Macchi, Andrea Tosetti. Alla batteria, da un paio d&apos;anni, Ottavio Bolzoni. Suoniamo rock, o noise rock, o indie rock, chi lo sa alzi la mano. Ci divertiamo. Ci piace cambiare. Ci piace anche registrare. E cos&#xEC; entrambe le cose le facciamo molto spesso. Quattro, i dischi autoprodotti fino ad ora. L&apos;ultimo, &apos;L&apos;equilibrio&apos;, fresco fresco d&apos;uscita.</p></div>\n","[{""name"":""L'equilibrio"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/7427.jpg"",""link"":""http://www.rockit.it/dontdare/album/lequilibrio/7427""},{""name"":""Senza chiedere al tempo nè permessi nè consensi"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/dontdare/album/senza-chiedere-al-tempo-ne-permessi-ne-consensi/5567""},{""name"":""Riflessi di battaglia"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/dontdare/album/riflessi-di-battaglia/5566""},{""name"":""Palingenesi"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/dontdare/album/palingenesi/5565""}]"
"","don't dare","http://www.rockit.it/dontdare09","Band, Lombardia","0","Rock, Noise, Indie ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/lestermacchi""]","\n<div class=""content-rece""></div>\n","[]"
"","Donald","http://www.rockit.it/donaldband","Band, Campania","0","Indie, Grunge, A Cappella ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/arnaldo""]","\n<div class=""content-rece""><p>Il progetto Donald nasce nel mese di aprile 2007 dall&#x2019;incontro da parte di Arnaldo Intorcia e Giovanni Iannucci ,rispettivamente chitarrista e batterista del gruppo,che avevano gi&#xE0; avuto esperienze musicali insieme in altri progetti, con il bassista Alessandro Escomputo. I tre iniziano subito a provare in sala avvertendo sin dalle prime prove una certa sintonia tra di loro e scrivono cos&#xEC; nel giro di pochi mesi svariati pezzi di cui 4 sono stati registrati nel mese di dicembre presso lo studio di registrazione dei Mamasan(ex rock band napoletana), realizzando cos&#xEC; la loro prima vera esperien&#x2026;</p></div>\n","[{""name"":""Demo 2007"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/donaldband/album/demo-2007/8047""}]"
"","Donatella Canepa","http://www.rockit.it/donatellacanepa","Band, Genova, Liguria","0","Rock, Pop rock ","url(/thumb700x250/foto/98629.jpg)","[""/user/donatellacanepa""]","\n<div class=""content-rece""><p>Donatella Canepa nata a Genova il 6 marzo 1992, &#xE8; una chitarrista, polistrumentista, compositrice e scrittrice.<br>\nHa suonato in vari gruppi fra cui Cantina Club, The Strange Connections, Salto Nel Buio, Nomadama.<br>\nHa pubblicato due album e tre EP ed, in campo letterario, due raccolte di racconti.</p></div>\n","[]"
"","Donatella Rettore","http://www.rockit.it/donatellarettore","Band, Veneto","4","Rock, Pop ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/articolo/canzoni-sesso-censura"",""/news/musica-anni-80-righeira-anti-depressiva-psicologi"",""http://retroterra.rockit.it/2007/02/26/alberto-camerini-la-storia-di-un-arlecchino-punk/""]","\n<div class=""content-rece""><p><b>Donatella Rettore</b>, nota con il nome d&apos;arte di <b>Rettore</b> (Castelfranco Veneto, 8 luglio 1953), &#xE8; una cantautrice e attrice italiana. </p>\n<p>Figlia di una nobildonna e attrice goldoniana, Teresita Pisani (che ha lavorato anche nella compagnia di Cesco Baseggio), e del commerciante Sergio Rettore, si diploma col massimo dei voti come interprete parlamentare. La passione per le sette note di Rettore nasce da lontano, da quando a 10 anni mette su il suo primo complessino &quot;I Cobra&quot; con il quale si esibisce nelle parrocchie cantando le canzoni di Caterina Caselli e guadagnando 500 lire a serata. Ragazzina ribelle e insofferente alla disciplina, dopo la maturit&#xE0; decide di trasferirsi a Roma per inseguire il suo sogno: diventare una cantante. Nel &apos;73 &#xE8; la spalla del tour estivo di Lucio Dalla, che le insegna i trucchi del mestiere.</p>\n<p>Il primo singolo inciso dalla cantautrice risale al 1973: <i>Quando tu</i>, inciso per la Edibi, storica casa discografica di propriet&#xE0; delle edizioni musicali Bideri, seguito pochi mesi dopo dal secondo singolo <i>Ti ho preso con me</i> scritto da Gino Paoli, ma distribuito quasi esclusivamente a scopo promozionale per la stampa e come biglietto da visita per l&apos;imminente Festival di Sanremo 1974: il 45 giri peraltro risulta tutt&apos;oggi essere il pi&#xF9; raro in assoluto di tutta la produzione discografica dell&apos;artista ed &#xE8; uscito con due copertine differenti: la prima &#xE8; lo stesso scatto fotografico del precedente singolo <i>Quando tu</i>; nella seconda un disegno che rappresenta due mani con le manette e sul retro un disegno del volto della cantante stessa. Nel 1974, debutta al Festival di Sanremo con <i>Capelli sciolti</i>. Il brano - cos&#xEC; come il primo long playing in cui il pezzo &#xE8; contenuto, <i>Ogni giorno si cantano canzoni d&apos;amore</i> pubblicato a quasi un anno di distanza dalla partecipazione sanremese - passa praticamente inosservato, nonostante la qualit&#xE0; della proposta e nonostante un&apos;ampia promozione. La Edibi dal 1974 viene distribuita dalla RCA Italiana. Dal primo album, vengono infatti inseriti anche gli altri due sopracitati 45 giri, considerando che i lati B dei 3 singoli sono rappresentati da altrettante canzoni dell&apos;album. L&apos;artista tender&#xE0; comunque a promozionare in tv il b-side del singolo sanremese, cio&#xE8; <i>Il tango della cantante</i> e soprattutto <i>Maria Sole</i> e <i>17 gennaio &apos;74, sera</i>. Nella label interna dell&apos;etichetta discografica, risulta che l&apos;lp &#xE8; stato stampato nel dicembre 1974, ma uscir&#xE0; nel febbraio 1975. &#xC8; proprio nel 1974 che la cantante incontra in un locale di Taranto il musicista Claudio Rego (nome d&apos;arte di Claudio Filacchioni): tra i due, poco dopo, si instaurer&#xE0; un rapporto sia sentimentale che di lavoro che durer&#xE0; fino ai giorni nostri.</p>\n<p>\n</p>\n<p><i><a href=""https://it.wikipedia.org/wiki/Donatella_Rettore"" target=""_blank"">Continua a leggere <b>Donatella Rettore</b> su <b>Wikipedia</b></a></i>.</p></div>\n","[{""name"":""Caduta massi"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16107.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/caduta-massi/16107""},{""name"":""Stralunata"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16106.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/stralunata/16106""},{""name"":""Magnifica "",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16105.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/magnifica/16105""},{""name"":""Figurine"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4731.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/figurine/4731""},{""name"":""Concert/Il concerto"",""date"":"" 1996 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16103.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/concertil-concerto/16103""},{""name"":""Incantesimi notturni"",""date"":"" 1994 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16102.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/incantesimi-notturni/16102""},{""name"":""Son Rettore e canto"",""date"":"" 1992 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16101.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/son-rettore-e-canto/16101""},{""name"":""Ossigenata"",""date"":"" 1989 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16100.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/ossigenata/16100""},{""name"":""Rettoressa"",""date"":"" 1988 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16099.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/rettoressa/16099""},{""name"":""Danceteria"",""date"":"" 1985 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16098.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/danceteria/16098""},{""name"":""Far West "",""date"":"" 1983 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16097.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/far-west/16097""},{""name"":""Kamikaze rock'n'roll suicide"",""date"":"" 1982 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16095.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/kamikaze-rocknroll-suicide/16095""},{""name"":""Super-rock Rettore - Le sue più belle canzoni"",""date"":"" 1982 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16096.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/super-rock-rettore-le-sue-piu-belle-canzoni/16096""},{""name"":""Estasi clamorosa"",""date"":"" 1981 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16094.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/estasi-clamorosa/16094""},{""name"":""Magnifico Delirio"",""date"":"" 1980 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16093.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/magnifico-delirio/16093""},{""name"":""Brivido Divino"",""date"":"" 1979 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16092.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/brivido-divino/16092""},{""name"":""Donatella Rettore"",""date"":"" 1977 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16091.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/donatella-rettore/16091""},{""name"":""Ogni giorno si cantano canzoni d'amore"",""date"":"" 1975 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16090.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/ogni-giorno-si-cantano-canzoni-damore/16090""},{""name"":""SupeRettore"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/superettore/31232""},{""name"":""Bastardo"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/donatellarettore/album/bastardo/31233""}]"
